No,hour_A,PM2.5_A,PM10_A,SO2_A,NO2_A,CO_A,O3_A,TEMP_A,station_A,hour_C,PM2.5_C,PM10_C,SO2_C,NO2_C,CO_C,O3_C,TEMP_C,station_C,Date
29189,4,106.0,106.0,2.0,33.0,800.0,20.0,21.1,Aotizhongxin,4,82.0,82.0,2.0,16.0,500.0,26.0,20.1,Changping,2016-06-29
29190,5,105.0,105.0,2.0,28.0,800.0,19.0,21.0,Aotizhongxin,5,86.0,86.0,2.0,15.0,600.0,14.0,19.6,Changping,2016-06-29
29191,6,102.0,102.0,2.0,28.0,800.0,10.0,21.2,Aotizhongxin,6,87.0,87.0,2.0,15.0,700.0,10.0,20.0,Changping,2016-06-29
29192,7,112.0,112.0,2.0,27.0,800.0,19.0,21.3,Aotizhongxin,7,96.0,98.0,2.0,43.0,800.0,5.0,20.7,Changping,2016-06-29
29193,8,128.0,128.0,2.0,20.0,900.0,53.0,21.8,Aotizhongxin,8,128.0,128.0,2.0,49.0,700.0,26.0,22.2,Changping,2016-06-29
29194,9,125.0,125.0,2.0,19.0,900.0,72.0,23.2,Aotizhongxin,9,112.0,112.0,2.0,41.0,600.0,40.0,22.9,Changping,2016-06-29
29195,10,116.0,116.0,2.0,19.0,800.0,93.0,25.2,Aotizhongxin,10,118.0,118.0,2.0,44.0,600.0,51.0,25.0,Changping,2016-06-29
29196,11,109.0,109.0,2.0,19.0,900.0,114.0,26.1,Aotizhongxin,11,89.0,89.0,2.0,37.0,500.0,84.0,25.9,Changping,2016-06-29
29197,12,109.0,109.0,2.0,23.0,900.0,129.0,27.3,Aotizhongxin,12,85.0,85.0,2.0,27.0,400.0,112.0,27.2,Changping,2016-06-29
29198,13,122.0,122.0,2.0,25.0,900.0,154.0,27.8,Aotizhongxin,13,74.0,74.0,2.0,20.0,400.0,155.0,28.4,Changping,2016-06-29
29199,14,125.0,125.0,2.0,22.0,900.0,198.0,28.7,Aotizhongxin,14,73.0,73.0,2.0,19.0,400.0,187.0,29.0,Changping,2016-06-29
29200,15,110.0,110.0,2.0,17.0,800.0,224.0,29.3,Aotizhongxin,15,107.0,107.0,2.0,28.0,600.0,227.0,28.9,Changping,2016-06-29
29201,16,104.0,104.0,2.0,16.0,700.0,209.0,28.4,Aotizhongxin,16,121.0,126.0,2.0,29.0,700.0,221.0,28.1,Changping,2016-06-29
29202,17,109.0,109.0,2.0,22.0,800.0,184.0,28.2,Aotizhongxin,17,116.0,116.0,2.0,32.0,700.0,197.0,28.1,Changping,2016-06-29
29203,18,118.0,142.0,2.0,24.0,800.0,162.0,26.7,Aotizhongxin,18,117.0,117.0,2.0,30.0,700.0,225.0,28.1,Changping,2016-06-29
29204,19,125.0,125.0,2.0,24.0,900.0,135.0,25.5,Aotizhongxin,19,110.0,110.0,2.0,29.0,600.0,169.0,26.2,Changping,2016-06-29
29205,20,136.0,136.0,2.0,35.0,1200.0,114.0,24.0,Aotizhongxin,20,94.0,94.0,2.0,23.0,600.0,117.0,25.5,Changping,2016-06-29
29206,21,137.0,137.0,2.0,43.0,1200.0,85.0,23.2,Aotizhongxin,21,108.0,108.0,2.0,27.0,600.0,102.0,24.4,Changping,2016-06-29
29207,22,127.0,127.0,2.0,28.0,1100.0,104.0,23.4,Aotizhongxin,22,76.0,76.0,2.0,19.0,500.0,91.0,23.6,Changping,2016-06-29
29208,23,63.0,63.0,2.0,26.0,600.0,92.0,22.6,Aotizhongxin,23,89.0,90.0,2.0,29.0,600.0,64.0,23.1,Changping,2016-06-29
29209,0,46.0,46.0,2.0,30.0,500.0,73.0,21.6,Aotizhongxin,0,93.0,93.0,2.0,25.0,600.0,50.0,22.0,Changping,2016-06-30
29210,1,43.0,43.0,2.0,43.0,600.0,36.0,21.8,Aotizhongxin,1,77.0,77.0,2.0,45.0,1500.0,19.0,22.0,Changping,2016-06-30
29211,2,51.0,51.0,2.0,50.0,600.0,24.0,21.9,Aotizhongxin,2,94.0,94.0,19.0,48.0,300.0,2.0,22.3,Changping,2016-06-30
29212,3,44.0,44.0,2.0,28.0,500.0,57.0,21.5,Aotizhongxin,3,103.0,103.0,2.0,9.0,700.0,45.0,22.6,Changping,2016-06-30
29214,5,56.0,56.0,2.0,34.0,500.0,24.0,21.6,Aotizhongxin,5,57.0,57.0,2.0,44.0,500.0,13.0,21.5,Changping,2016-06-30
29215,6,64.0,64.0,2.0,29.0,600.0,33.0,20.9,Aotizhongxin,6,40.0,40.0,2.0,44.0,700.0,12.0,21.1,Changping,2016-06-30
29216,7,64.0,64.0,2.0,33.0,600.0,21.0,21.3,Aotizhongxin,7,47.0,48.0,2.0,38.0,800.0,9.0,21.7,Changping,2016-06-30
29217,8,67.0,67.0,2.0,37.0,700.0,23.0,22.7,Aotizhongxin,8,79.0,79.0,2.0,49.0,900.0,23.0,24.0,Changping,2016-06-30
29218,9,77.0,77.0,2.0,27.0,800.0,61.0,25.5,Aotizhongxin,9,49.0,49.0,2.0,23.0,700.0,63.0,27.0,Changping,2016-06-30
29219,10,65.0,65.0,2.0,19.0,700.0,97.0,26.9,Aotizhongxin,10,31.0,31.0,2.0,22.0,600.0,84.0,27.6,Changping,2016-06-30
29220,11,56.0,56.0,2.0,20.0,700.0,124.0,28.3,Aotizhongxin,11,45.0,45.0,2.0,24.0,700.0,108.0,28.9,Changping,2016-06-30
29221,12,46.0,46.0,3.0,18.0,600.0,144.0,29.7,Aotizhongxin,12,44.0,44.0,2.0,21.0,600.0,137.0,30.5,Changping,2016-06-30
29222,13,39.0,39.0,3.0,16.0,600.0,183.0,30.9,Aotizhongxin,13,24.0,24.0,2.0,18.0,600.0,149.0,31.4,Changping,2016-06-30
29223,14,49.0,49.0,2.0,15.0,600.0,215.0,31.5,Aotizhongxin,14,26.0,26.0,2.0,14.0,600.0,158.0,32.5,Changping,2016-06-30
29224,15,45.0,45.0,2.0,14.0,500.0,234.0,32.6,Aotizhongxin,15,20.0,20.0,2.0,13.0,500.0,160.0,34.0,Changping,2016-06-30
29225,16,37.0,37.0,2.0,14.0,500.0,237.0,32.9,Aotizhongxin,16,15.0,17.0,2.0,11.0,500.0,154.0,33.7,Changping,2016-06-30
29226,17,29.0,29.0,2.0,12.0,400.0,221.0,33.2,Aotizhongxin,17,16.0,42.0,2.0,11.0,500.0,153.0,33.6,Changping,2016-06-30
29227,18,37.0,96.0,2.0,17.0,500.0,200.0,31.1,Aotizhongxin,18,17.0,17.0,2.0,10.0,500.0,113.0,33.1,Changping,2016-06-30
29228,19,46.0,103.0,2.0,24.0,600.0,197.0,30.1,Aotizhongxin,19,7.0,7.0,2.0,13.0,300.0,95.0,32.2,Changping,2016-06-30
29229,20,66.0,97.0,2.0,21.0,700.0,192.0,29.3,Aotizhongxin,20,7.0,34.0,2.0,14.0,400.0,82.0,29.9,Changping,2016-06-30
29230,21,79.0,79.0,2.0,23.0,800.0,176.0,28.0,Aotizhongxin,21,8.0,38.0,2.0,19.0,400.0,67.0,28.4,Changping,2016-06-30
29231,22,87.0,87.0,2.0,24.0,900.0,167.0,26.9,Aotizhongxin,22,6.0,55.0,2.0,23.0,500.0,66.0,27.6,Changping,2016-06-30
29232,23,75.0,75.0,2.0,36.0,800.0,106.0,27.9,Aotizhongxin,23,11.0,41.0,2.0,19.0,400.0,72.0,26.5,Changping,2016-06-30
29233,0,13.0,13.0,2.0,21.0,300.0,76.0,27.2,Aotizhongxin,0,6.0,6.0,2.0,12.0,300.0,76.0,26.3,Changping,2016-07-01
29234,1,10.0,10.0,2.0,28.0,300.0,60.0,26.8,Aotizhongxin,1,8.0,38.0,2.0,14.0,400.0,63.0,24.3,Changping,2016-07-01
29235,2,10.0,10.0,2.0,28.0,300.0,56.0,25.9,Aotizhongxin,2,7.0,7.0,2.0,13.0,400.0,62.0,24.2,Changping,2016-07-01
29236,3,11.0,14.0,2.0,31.0,300.0,45.0,25.4,Aotizhongxin,3,5.0,5.0,2.0,17.0,400.0,64.0,22.3,Changping,2016-07-01
29237,4,10.0,17.0,2.0,28.0,300.0,45.0,23.9,Aotizhongxin,4,3.0,5.0,2.0,24.0,400.0,51.0,21.3,Changping,2016-07-01
29238,5,17.0,17.0,2.0,32.0,300.0,37.0,23.4,Aotizhongxin,5,5.0,5.0,2.0,21.0,400.0,51.0,21.7,Changping,2016-07-01
29239,6,14.0,14.0,2.0,44.0,300.0,15.0,24.1,Aotizhongxin,6,7.0,7.0,2.0,12.0,400.0,67.0,23.2,Changping,2016-07-01
29240,7,15.0,15.0,2.0,36.0,400.0,25.0,24.6,Aotizhongxin,7,5.0,18.0,2.0,14.0,400.0,61.0,25.5,Changping,2016-07-01
29241,8,15.0,15.0,2.0,27.0,400.0,44.0,26.5,Aotizhongxin,8,3.0,32.0,2.0,20.0,400.0,52.0,27.5,Changping,2016-07-01
29242,9,6.0,6.0,2.0,16.0,400.0,68.0,27.6,Aotizhongxin,9,3.0,5.0,2.0,13.0,400.0,66.0,28.7,Changping,2016-07-01
29243,10,12.0,12.0,2.0,14.0,300.0,80.0,28.7,Aotizhongxin,10,8.0,8.0,2.0,11.0,400.0,71.0,29.9,Changping,2016-07-01
29244,11,9.0,22.0,2.0,11.0,200.0,102.0,29.9,Aotizhongxin,11,8.0,8.0,2.0,10.0,300.0,78.0,30.8,Changping,2016-07-01
29245,12,13.0,13.0,2.0,10.0,200.0,115.0,30.4,Aotizhongxin,12,5.0,6.0,2.0,10.0,300.0,81.0,31.7,Changping,2016-07-01
29246,13,4.0,5.0,2.0,9.0,200.0,122.0,30.8,Aotizhongxin,13,10.0,29.0,2.0,9.0,400.0,95.0,30.8,Changping,2016-07-01
29247,14,10.0,10.0,2.0,9.0,200.0,127.0,31.5,Aotizhongxin,14,9.0,15.0,2.0,8.0,400.0,104.0,31.3,Changping,2016-07-01
29248,15,10.0,10.0,2.0,10.0,200.0,124.0,31.2,Aotizhongxin,15,3.0,5.0,2.0,8.0,400.0,113.0,31.6,Changping,2016-07-01
29249,16,7.0,7.0,2.0,9.0,400.0,118.0,32.0,Aotizhongxin,16,3.0,5.0,2.0,9.0,400.0,109.0,32.2,Changping,2016-07-01
29250,17,12.0,12.0,2.0,10.0,800.0,115.0,32.0,Aotizhongxin,17,4.0,8.0,2.0,9.0,400.0,110.0,32.3,Changping,2016-07-01
29251,18,8.0,12.0,2.0,13.0,200.0,127.0,31.4,Aotizhongxin,18,10.0,27.0,2.0,11.0,500.0,116.0,31.6,Changping,2016-07-01
29252,19,21.0,156.0,2.0,20.0,500.0,185.0,30.0,Aotizhongxin,19,17.0,31.0,2.0,14.0,500.0,111.0,30.4,Changping,2016-07-01
29253,20,23.0,50.0,2.0,24.0,400.0,174.0,28.8,Aotizhongxin,20,16.0,42.0,2.0,22.0,600.0,88.0,29.3,Changping,2016-07-01
29254,21,25.0,39.0,2.0,23.0,400.0,164.0,28.2,Aotizhongxin,21,19.0,68.0,2.0,40.0,700.0,93.0,25.4,Changping,2016-07-01
29255,22,26.0,36.0,2.0,30.0,400.0,138.0,27.6,Aotizhongxin,22,12.0,34.0,2.0,26.0,600.0,63.0,24.2,Changping,2016-07-01
29256,23,23.0,37.0,2.0,34.0,500.0,104.0,26.8,Aotizhongxin,23,12.0,25.0,2.0,24.0,500.0,62.0,23.8,Changping,2016-07-01
29257,0,22.0,49.0,2.0,39.0,600.0,71.0,25.3,Aotizhongxin,0,11.0,22.0,2.0,23.0,500.0,61.0,22.1,Changping,2016-07-02
29258,1,31.0,63.0,2.0,48.0,600.0,38.0,24.9,Aotizhongxin,1,10.0,17.0,2.0,15.0,1600.0,55.0,22.3,Changping,2016-07-02
29259,2,33.0,62.0,2.0,54.0,600.0,16.0,23.7,Aotizhongxin,2,10.0,16.0,22.0,17.0,400.0,37.0,22.0,Changping,2016-07-02
29260,3,55.0,104.0,2.0,63.0,800.0,2.0,22.5,Aotizhongxin,3,13.0,19.0,2.0,13.0,500.0,47.0,20.6,Changping,2016-07-02
29262,5,91.0,113.0,2.0,44.0,900.0,4.0,21.2,Aotizhongxin,5,11.0,26.0,2.0,37.0,500.0,26.0,18.7,Changping,2016-07-02
29263,6,106.0,106.0,2.0,43.0,900.0,10.0,22.1,Aotizhongxin,6,12.0,30.0,2.0,39.0,700.0,33.0,19.5,Changping,2016-07-02
29264,7,113.0,113.0,2.0,35.0,1000.0,26.0,23.5,Aotizhongxin,7,15.0,46.0,2.0,47.0,700.0,22.0,22.7,Changping,2016-07-02
29265,8,111.0,111.0,3.0,32.0,1100.0,52.0,24.9,Aotizhongxin,8,35.0,81.0,2.0,53.0,900.0,34.0,25.0,Changping,2016-07-02
29266,9,94.0,94.0,4.0,25.0,900.0,87.0,26.7,Aotizhongxin,9,41.0,57.0,2.0,50.0,800.0,45.0,26.9,Changping,2016-07-02
29267,10,68.0,68.0,5.0,20.0,800.0,120.0,28.4,Aotizhongxin,10,34.0,77.0,2.0,51.0,800.0,58.0,29.1,Changping,2016-07-02
29268,11,55.0,55.0,4.0,19.0,700.0,159.0,30.1,Aotizhongxin,11,34.0,54.0,2.0,40.0,700.0,84.0,30.3,Changping,2016-07-02
29269,12,46.0,46.0,4.0,20.0,700.0,198.0,31.5,Aotizhongxin,12,21.0,33.0,2.0,26.0,600.0,124.0,31.9,Changping,2016-07-02
29270,13,61.0,61.0,4.0,25.0,600.0,214.0,32.7,Aotizhongxin,13,19.0,36.0,2.0,18.0,600.0,167.0,32.8,Changping,2016-07-02
29271,14,37.0,37.0,3.0,14.0,400.0,219.0,33.5,Aotizhongxin,14,32.0,39.0,2.0,18.0,700.0,192.0,33.4,Changping,2016-07-02
29272,15,23.0,23.0,3.0,11.0,300.0,188.0,33.7,Aotizhongxin,15,24.0,60.0,2.0,21.0,700.0,210.0,34.1,Changping,2016-07-02
29273,16,21.0,21.0,2.0,11.0,300.0,186.0,33.8,Aotizhongxin,16,24.0,37.0,2.0,14.0,600.0,186.0,34.3,Changping,2016-07-02
29274,17,26.0,26.0,2.0,11.0,300.0,182.0,33.1,Aotizhongxin,17,27.0,37.0,2.0,16.0,600.0,171.0,33.4,Changping,2016-07-02
29275,18,29.0,29.0,4.0,11.0,400.0,179.0,32.8,Aotizhongxin,18,14.0,38.0,2.0,15.0,500.0,152.0,32.9,Changping,2016-07-02
29276,19,25.0,25.0,5.0,16.0,400.0,170.0,31.9,Aotizhongxin,19,15.0,34.0,2.0,18.0,500.0,136.0,32.2,Changping,2016-07-02
29277,20,22.0,26.0,3.0,18.0,400.0,154.0,31.0,Aotizhongxin,20,15.0,46.0,2.0,29.0,600.0,140.0,30.7,Changping,2016-07-02
29278,21,31.0,69.0,2.0,27.0,500.0,151.0,30.0,Aotizhongxin,21,31.0,82.0,2.0,41.0,800.0,122.0,29.5,Changping,2016-07-02
29279,22,42.0,100.0,3.0,29.0,800.0,155.0,29.4,Aotizhongxin,22,33.0,76.0,2.0,41.0,800.0,93.0,25.9,Changping,2016-07-02
29280,23,43.0,51.0,4.0,33.0,900.0,129.0,27.5,Aotizhongxin,23,33.0,47.0,2.0,37.0,800.0,79.0,25.3,Changping,2016-07-02
29281,0,43.0,57.0,4.0,38.0,700.0,110.0,27.7,Aotizhongxin,0,25.0,46.0,2.0,24.0,700.0,87.0,24.8,Changping,2016-07-03
29282,1,57.0,113.0,7.0,42.0,1100.0,85.0,27.4,Aotizhongxin,1,29.0,43.0,2.0,21.0,700.0,92.0,23.6,Changping,2016-07-03
29283,2,65.0,101.0,7.0,46.0,900.0,61.0,26.9,Aotizhongxin,2,27.0,44.0,2.0,20.0,700.0,91.0,23.0,Changping,2016-07-03
29284,3,69.0,102.0,5.0,46.0,900.0,50.0,26.7,Aotizhongxin,3,27.0,40.0,2.0,21.0,600.0,86.0,22.4,Changping,2016-07-03
29285,4,65.0,65.0,4.0,54.0,900.0,31.0,25.9,Aotizhongxin,4,27.0,44.0,2.0,22.0,700.0,78.0,21.7,Changping,2016-07-03
29286,5,52.0,79.0,3.0,77.0,900.0,2.0,23.8,Aotizhongxin,5,25.0,45.0,2.0,21.0,800.0,72.0,21.2,Changping,2016-07-03
29287,6,65.0,125.0,4.0,72.0,1000.0,2.0,24.4,Aotizhongxin,6,29.0,63.0,2.0,42.0,800.0,47.0,21.7,Changping,2016-07-03
29288,7,77.0,134.0,3.0,65.0,1100.0,2.0,25.3,Aotizhongxin,7,37.0,79.0,2.0,53.0,900.0,34.0,22.9,Changping,2016-07-03
29289,8,104.0,139.0,6.0,64.0,1200.0,11.0,27.1,Aotizhongxin,8,51.0,97.0,2.0,44.0,1000.0,58.0,26.0,Changping,2016-07-03
29290,9,114.0,133.0,10.0,53.0,1300.0,47.0,28.6,Aotizhongxin,9,72.0,123.0,6.0,31.0,1200.0,100.0,27.3,Changping,2016-07-03
29291,10,110.0,110.0,19.0,39.0,1200.0,102.0,29.8,Aotizhongxin,10,84.0,111.0,9.0,32.0,1300.0,124.0,27.8,Changping,2016-07-03
29292,11,95.0,95.0,23.0,29.0,1200.0,152.0,31.2,Aotizhongxin,11,83.0,115.0,9.0,34.0,1200.0,148.0,29.1,Changping,2016-07-03
29293,12,88.0,88.0,22.0,22.0,1000.0,192.0,30.9,Aotizhongxin,12,93.0,123.0,9.0,34.0,1200.0,183.0,30.1,Changping,2016-07-03
29294,13,78.0,78.0,17.0,16.0,800.0,208.0,32.0,Aotizhongxin,13,98.0,137.0,8.0,36.0,1300.0,215.0,30.3,Changping,2016-07-03
29295,14,67.0,67.0,13.0,15.0,700.0,234.0,32.0,Aotizhongxin,14,99.0,106.0,8.0,29.0,1300.0,245.0,31.0,Changping,2016-07-03
29296,15,70.0,70.0,8.0,15.0,600.0,228.0,31.6,Aotizhongxin,15,84.0,86.0,8.0,24.0,1200.0,250.0,31.7,Changping,2016-07-03
29297,16,74.0,74.0,8.0,20.0,700.0,227.0,32.0,Aotizhongxin,16,77.0,78.0,7.0,20.0,1000.0,243.0,31.7,Changping,2016-07-03
29298,17,77.0,111.0,7.0,20.0,800.0,252.0,30.3,Aotizhongxin,17,49.0,69.0,5.0,20.0,900.0,232.0,31.0,Changping,2016-07-03
29299,18,97.0,116.0,4.0,22.0,1000.0,221.0,29.7,Aotizhongxin,18,60.0,117.0,3.0,25.0,1000.0,219.0,29.4,Changping,2016-07-03
29300,19,96.0,96.0,5.0,29.0,1000.0,205.0,29.4,Aotizhongxin,19,70.0,104.0,2.0,31.0,1100.0,221.0,29.2,Changping,2016-07-03
29301,20,88.0,93.0,6.0,24.0,800.0,204.0,28.9,Aotizhongxin,20,80.0,174.0,2.0,32.0,1200.0,122.0,27.0,Changping,2016-07-03
29302,21,92.0,92.0,6.0,25.0,1000.0,176.0,28.5,Aotizhongxin,21,96.0,102.0,2.0,61.0,1400.0,66.0,26.8,Changping,2016-07-03
29303,22,109.0,109.0,6.0,26.0,1000.0,157.0,28.2,Aotizhongxin,22,97.0,100.0,2.0,46.0,1400.0,86.0,26.5,Changping,2016-07-03
29304,23,128.0,128.0,5.0,27.0,1100.0,136.0,27.4,Aotizhongxin,23,96.0,98.0,2.0,38.0,1300.0,100.0,25.9,Changping,2016-07-03
29305,0,138.0,138.0,5.0,26.0,1200.0,121.0,26.7,Aotizhongxin,0,92.0,104.0,2.0,40.0,1100.0,88.0,26.6,Changping,2016-07-04
29306,1,134.0,134.0,4.0,27.0,1100.0,106.0,25.3,Aotizhongxin,1,102.0,138.0,2.0,36.0,1900.0,57.0,26.0,Changping,2016-07-04
29307,2,127.0,127.0,2.0,27.0,1000.0,88.0,25.2,Aotizhongxin,2,131.0,157.0,20.0,23.0,700.0,40.0,25.5,Changping,2016-07-04
29308,3,174.0,174.0,2.0,38.0,1300.0,48.0,25.0,Aotizhongxin,3,160.0,175.0,2.0,14.0,1000.0,56.0,24.1,Changping,2016-07-04
29310,5,248.0,248.0,2.0,25.0,1400.0,69.0,24.3,Aotizhongxin,5,218.0,218.0,2.0,20.0,1200.0,74.0,24.9,Changping,2016-07-04
29311,6,239.0,239.0,2.0,26.0,1400.0,60.0,24.4,Aotizhongxin,6,219.0,219.0,2.0,23.0,1500.0,78.0,24.9,Changping,2016-07-04
29312,7,232.0,232.0,2.0,29.0,1300.0,52.0,24.9,Aotizhongxin,7,195.0,195.0,2.0,26.0,1400.0,68.0,25.1,Changping,2016-07-04
29313,8,181.0,181.0,2.0,30.0,1200.0,47.0,25.5,Aotizhongxin,8,172.0,172.0,2.0,32.0,1600.0,54.0,25.5,Changping,2016-07-04
29314,9,166.0,166.0,4.0,25.0,1200.0,76.0,27.0,Aotizhongxin,9,153.0,153.0,3.0,33.0,1700.0,69.0,27.0,Changping,2016-07-04
29315,10,144.0,144.0,5.0,24.0,1200.0,112.0,28.5,Aotizhongxin,10,133.0,133.0,4.0,25.0,1400.0,112.0,28.0,Changping,2016-07-04
29316,11,106.0,106.0,9.0,23.0,1200.0,140.0,29.9,Aotizhongxin,11,120.0,120.0,4.0,22.0,1300.0,148.0,29.4,Changping,2016-07-04
29317,12,104.0,104.0,9.0,21.0,1200.0,173.0,30.1,Aotizhongxin,12,107.0,107.0,6.0,22.0,1300.0,178.0,29.8,Changping,2016-07-04
29322,17,102.0,102.0,6.0,18.0,1300.0,242.0,31.4,Aotizhongxin,17,101.0,155.0,3.0,19.0,1700.0,256.0,30.9,Changping,2016-07-04
29323,18,108.0,108.0,4.0,21.0,1400.0,234.0,31.0,Aotizhongxin,18,104.0,150.0,3.0,23.0,1700.0,257.0,30.7,Changping,2016-07-04
29324,19,101.0,122.0,4.0,23.0,1100.0,215.0,29.5,Aotizhongxin,19,103.0,140.0,2.0,27.0,1700.0,232.0,30.4,Changping,2016-07-04
29325,20,109.0,109.0,6.0,25.0,1000.0,212.0,28.5,Aotizhongxin,20,88.0,143.0,2.0,29.0,1600.0,207.0,29.5,Changping,2016-07-04
29326,21,76.0,76.0,6.0,27.0,900.0,142.0,27.5,Aotizhongxin,21,91.0,145.0,2.0,30.0,1000.0,163.0,28.2,Changping,2016-07-04
29327,22,53.0,53.0,4.0,33.0,700.0,85.0,26.9,Aotizhongxin,22,71.0,92.0,2.0,29.0,900.0,119.0,27.5,Changping,2016-07-04
29328,23,50.0,50.0,4.0,40.0,800.0,61.0,26.2,Aotizhongxin,23,45.0,76.0,2.0,30.0,800.0,94.0,26.9,Changping,2016-07-04
29329,0,60.0,95.0,4.0,36.0,800.0,59.0,25.6,Aotizhongxin,0,42.0,80.0,3.0,36.0,700.0,72.0,26.2,Changping,2016-07-05
29330,1,90.0,109.0,5.0,26.0,900.0,66.0,24.5,Aotizhongxin,1,43.0,80.0,3.0,25.0,700.0,79.0,25.6,Changping,2016-07-05
29331,2,113.0,118.0,4.0,23.0,900.0,65.0,24.2,Aotizhongxin,2,76.0,103.0,2.0,20.0,1000.0,84.0,25.2,Changping,2016-07-05
29332,3,116.0,116.0,3.0,24.0,1000.0,62.0,23.8,Aotizhongxin,3,103.0,110.0,2.0,19.0,1100.0,76.0,24.7,Changping,2016-07-05
29333,4,107.0,107.0,2.0,18.0,900.0,73.0,23.1,Aotizhongxin,4,111.0,111.0,2.0,18.0,1000.0,74.0,24.5,Changping,2016-07-05
29334,5,115.0,115.0,2.0,20.0,900.0,57.0,22.6,Aotizhongxin,5,107.0,107.0,2.0,20.0,1200.0,66.0,24.4,Changping,2016-07-05
29335,6,117.0,117.0,2.0,20.0,1000.0,59.0,22.9,Aotizhongxin,6,103.0,103.0,2.0,21.0,1400.0,58.0,24.3,Changping,2016-07-05
29336,7,119.0,119.0,2.0,35.0,1300.0,29.0,24.0,Aotizhongxin,7,88.0,88.0,4.0,24.0,1200.0,58.0,24.9,Changping,2016-07-05
29337,8,112.0,112.0,4.0,34.0,1600.0,43.0,25.8,Aotizhongxin,8,79.0,80.0,9.0,26.0,1500.0,67.0,25.9,Changping,2016-07-05
29338,9,106.0,106.0,7.0,29.0,1200.0,68.0,27.4,Aotizhongxin,9,68.0,71.0,13.0,24.0,1600.0,87.0,27.0,Changping,2016-07-05
29339,10,114.0,114.0,6.0,19.0,1000.0,108.0,28.7,Aotizhongxin,10,74.0,85.0,10.0,24.0,1400.0,106.0,28.1,Changping,2016-07-05
29340,11,102.0,102.0,7.0,24.0,1100.0,123.0,29.6,Aotizhongxin,11,83.0,94.0,7.0,21.0,1200.0,139.0,29.1,Changping,2016-07-05
29341,12,91.0,91.0,6.0,26.0,1000.0,156.0,30.3,Aotizhongxin,12,83.0,102.0,5.0,21.0,1100.0,172.0,30.1,Changping,2016-07-05
29342,13,84.0,84.0,6.0,22.0,800.0,198.0,31.0,Aotizhongxin,13,97.0,124.0,4.0,20.0,1200.0,212.0,30.6,Changping,2016-07-05
29343,14,91.0,91.0,5.0,17.0,700.0,243.0,32.0,Aotizhongxin,14,105.0,125.0,2.0,24.0,1300.0,238.0,31.3,Changping,2016-07-05
29344,15,79.0,79.0,5.0,12.0,700.0,258.0,31.7,Aotizhongxin,15,110.0,119.0,2.0,28.0,1300.0,259.0,32.1,Changping,2016-07-05
29345,16,75.0,75.0,5.0,16.0,600.0,263.0,32.1,Aotizhongxin,16,100.0,110.0,2.0,24.0,1100.0,288.0,31.8,Changping,2016-07-05
29346,17,87.0,87.0,4.0,20.0,700.0,266.0,31.9,Aotizhongxin,17,83.0,97.0,2.0,19.0,1000.0,257.0,31.9,Changping,2016-07-05
29347,18,80.0,80.0,5.0,21.0,800.0,248.0,31.2,Aotizhongxin,18,82.0,105.0,2.0,21.0,1000.0,225.0,31.1,Changping,2016-07-05
29348,19,83.0,83.0,4.0,22.0,800.0,226.0,30.5,Aotizhongxin,19,76.0,107.0,2.0,22.0,1100.0,219.0,30.0,Changping,2016-07-05
29349,20,85.0,85.0,3.0,20.0,800.0,216.0,29.7,Aotizhongxin,20,76.0,107.0,2.0,25.0,1100.0,200.0,29.2,Changping,2016-07-05
29350,21,84.0,84.0,4.0,25.0,900.0,216.0,29.2,Aotizhongxin,21,77.0,110.0,2.0,30.0,1100.0,171.0,28.8,Changping,2016-07-05
29351,22,91.0,91.0,5.0,26.0,1000.0,212.0,28.7,Aotizhongxin,22,76.0,106.0,2.0,30.0,1100.0,163.0,28.3,Changping,2016-07-05
29352,23,107.0,107.0,6.0,31.0,1200.0,201.0,28.3,Aotizhongxin,23,70.0,105.0,2.0,33.0,1100.0,170.0,27.8,Changping,2016-07-05
29353,0,95.0,95.0,7.0,25.0,1000.0,183.0,27.4,Aotizhongxin,0,79.0,118.0,2.0,38.0,1200.0,121.0,25.0,Changping,2016-07-06
29354,1,81.0,81.0,8.0,26.0,900.0,132.0,26.7,Aotizhongxin,1,90.0,116.0,2.0,28.0,2100.0,83.0,24.8,Changping,2016-07-06
29355,2,69.0,69.0,6.0,30.0,900.0,99.0,26.2,Aotizhongxin,2,86.0,102.0,21.0,20.0,800.0,53.0,24.3,Changping,2016-07-06
29356,3,51.0,51.0,6.0,25.0,700.0,95.0,25.7,Aotizhongxin,3,89.0,99.0,2.0,13.0,800.0,66.0,23.5,Changping,2016-07-06
29358,5,50.0,60.0,3.0,27.0,800.0,63.0,23.2,Aotizhongxin,5,87.0,87.0,2.0,17.0,800.0,73.0,22.1,Changping,2016-07-06
29359,6,54.0,79.0,3.0,39.0,800.0,42.0,23.1,Aotizhongxin,6,88.0,96.0,2.0,25.0,1200.0,83.0,22.4,Changping,2016-07-06
29360,7,65.0,73.0,4.0,66.0,1000.0,15.0,25.5,Aotizhongxin,7,92.0,102.0,2.0,31.0,1200.0,76.0,23.4,Changping,2016-07-06
29361,8,75.0,97.0,6.0,64.0,1200.0,27.0,27.8,Aotizhongxin,8,100.0,128.0,2.0,73.0,1400.0,49.0,25.6,Changping,2016-07-06
29362,9,85.0,111.0,7.0,68.0,1200.0,42.0,28.6,Aotizhongxin,9,109.0,141.0,4.0,66.0,1400.0,77.0,27.4,Changping,2016-07-06
